Transaction_ID,Customer_ID,Transaction_Timestamp,Amount,Merchant_Category,Payment_Method,City,State,Country,Device_Type,Customer_Type,Transaction_Status,Fraud_Flag,Risk_Score,Risk_Level,Risk_Factors,Failed_Attempts_24h,Transactions_Last_10_Min,Card_Network,Merchant_ID,Transaction_Currency,IP_Risk_Category
TXN113639,CUST9367,2026-07-10 19:45:00,11687.82,Food & Dining,UPI,Pune,MH,India,iOS,Premium,Approved,No,39,Medium,Velocity Alert,4,4,visa,MID7904,INR, VPN Detected
TXN110814,CUST9161,2026-07-17 21:19:00,1095.56,Grocery,Debit Card,Nagpur,MH,India,Android,Regular,Approved,No,7,Low,,1,4,RUPAY,MID2882,INR, VPN Detected
TXN139504,CUST3259,2026-11-08 21:14:21,3076.77,Gaming, UPI ,mumbai,MH,India, iOS ,Regular,approved,YES,46,Critical,Failed Authentication,1,5,visa,MID5505,INR,NEW IP
TXN115027,CUST6069,2026-01-18 05:38:00,1722.48,Healthcare,Credit Card,Thane,MH,India,macos,New,Approved,No,24,Low,,1,4,visa,MID7567,INR,Blacklisted
TXN133599,CUST2119,2026-08-06 06:06:00,1115.14,Utilities,Credit Card,Thane,MH,India,iOS,Regular, Approved ,No,11,Low,,12,5,RUPAY,MID9238,INR,VPN Detected
TXN104511,CUST6535,2026-04-22 21:26:00,1908.08,Jewellery,Debit Card,Nagpur,MH,India,iOS,new,Approved,No,15,Low,,9,4,RuPay,MID7429,INR,Unknown
TXN130497,CUST1945,2026-04-13 06:12:00,1843.86,Online Services,Debit Card,Delhi,DL,India,MacOS,Regular,Approved,No,22,Low,Location Mismatch,3,1,Amex,MID7638,INR,NEW IP
TXN112045,CUST7130,2026-02-22 18:33:00,3021.14,Grocery,Debit Card,Surat,GJ,India,MacOS,Premium,Pending,No,2,Low,,4,5, Mastercard ,MID5743,USD,NEW IP
TXN143453,CUST8569,2026-05-12 10:32:43,1733.99, nan , Net Banking ,,RJ,India, nan , New , Approved ,YES,16,Critical,New Device; Velocity Alert; Location Mismatch,13,4,RUPAY,MID7267,INR,VPN Detected
TXN143392,CUST9230,2026-04-14 03:53:09,5920.2,Clothing, Debit Card ,Pune,MH,India,iOS,PREMIUM, Approved ,No,58,High,,10,4,Amex,MID2245,INR,NEW IP
TXN131926,CUST8929,2026-08-07 23:51:00,11090.6,Education,Wallet,Indore,MP,India,Windows,Premium,Declined,No,16,Low,,12,6,Visa,MID1108,INR,trusted
TXN131907,CUST7434,2026-05-22 22:29:00,2606.99,Fuel,,Pune,MH,India,MacOS,New,Approved,No,8,Low,,7,3,amex ,MID8787,INR, VPN Detected
TXN117324,CUST2119,2026-03-21 13:46:00,2380.57,Clothing,Debit Card,Ahmedabad,GJ,India,Android,New,Approved,No,1,Low,,2,4, Mastercard ,MID7680,Rs, VPN Detected
TXN120963,CUST7581,2026-04-05 02:40:00,2474.13,Online Services,Net Banking,Nagpur,MH,India,Android,New,Approved,No,26,Low,Unusual Time,11,1,Visa,MID5478,INR,VPN Detected
TXN101478,CUST9110,2026-07-23 02:32:00,6798.08,Fuel,Credit Card,Noida,UP,India,MacOS,Regular,Approved,No,12,Low,Unusual Time,11,3,visa,MID7991,INR,trusted
TXN129413,CUST6247,2026-07-17 10:22:00,10873.6,Fuel,Credit Card,Hyderabad,TS,India,iOS,Regular,Approved,No,9,Low,,5,0,RUPAY,MID8718,INR,VPN Detected
TXN111204,CUST6691,2026-01-27 06:04:00,1873.32,Grocery,Credit Card,Pune,MH,India,iOS,New,Approved,No,1,Low,,0,0,RUPAY,MID2056,Rs,VPN Detected
TXN105398,CUST7295,2026-05-21 17:38:00,1321.75,Gaming,UPI,Kolkata,WB,India,,Premium,Approved,No,2,Low,,3,0,visa,MID9667,INR,trusted
TXN129216,CUST4583,2026-09-13 13:03:00,893.1,Clothing,Wallet,Pune,MH,India,MacOS,New,Approved,No,33,Medium,Location Mismatch,3,4,RUPAY,MID4349,INR,NEW IP
TXN137080,CUST7101,2026-05-27 23:41:12,1434.61, Education ,,mumbai,MH,India,macos,premium,declined, yes ,78,Medium,,0,6,,MID3736,INR, VPN Detected
TXN102428,CUST6565,2026-07-23 20:11:00,3524.95,Clothing,Credit  Card,Kolkata,WB,India,MacOS,New,Blocked,No,12,Low,,8,1,amex ,MID1587,,NEW IP
TXN134138,CUST3285,2026-04-30 08:18:00,8021.56,Food & Dining,Credit Card,Thane,MH,India,iOS,Premium,Approved,No,1,Low,,1,4, Mastercard ,MID7460,INR,VPN Detected
TXN120374,CUST8889,2026-09-15 07:57:00,629.36, Clothing ,Net Banking,Noida,UP,India,iOS,New,Approved,No,1,Low,,4,6,Mastercard,MID2020,INR, VPN Detected
TXN137419,CUST9662,2026-05-10 13:47:42,2838.01,GAMING, Debit Card , THANE ,MH,India,IOS,Regular,Approved,No,10,Low,Unusual Time; New Device; Velocity Alert,0,2,Visa,MID8803,INR,VPN Detected
TXN121827,CUST2398,2026-09-13 19:40:00,921.05,Clothing,UPI,Lucknow,UP,India,MacOS,New,Approved,No,12,Low,,10,5,Amex,MID9340,INR,Blacklisted
TXN106244,CUST6079,2026-09-18 17:09:00,2298.8,Travel,UPI,Kolkata,WB,India,iOS,Premium,Approved,No,1,Low,,7,0,RuPay,MID8314,INR,VPN Detected
TXN105423,CUST8644,2026-03-24 12:09:00,11292.0,Education,,Thane,MH,India,Android,Premium,Approved,No,13,Low,,3,4,Amex,MID8673,INR,Trusted
TXN116374,CUST3666,2026-03-31 04:24:00,7163.49,,Credit Card,Delhi,DL,India,iOS,Premium,Blocked,No,45,Medium,Unusual Time; New Device; Velocity Alert,5,2,amex ,MID2043,INR,Trusted
TXN119645,CUST6794,2026-02-02 09:38:00,1378.73,Healthcare,Net Banking,Surat,GJ,India,Android,Premium,Declined,No,12,Low,,2,3,Amex,MID7154,INR,VPN Detected
TXN100436,CUST3077,2026-09-03 17:09:00,457.06,Jewellery,Wallet,Chennai,TN,India,Windows,,Pending,No,15,Low,,3,3,Mastercard,MID9862,INR,NEW IP
TXN109527,CUST6970,2026-08-29 12:00:00,7238.72,Fuel,Net Banking,Jaipur,RJ,India,Windows,Regular,Approved,No,15,Low,,12,5,RUPAY,MID4947,INR,Trusted
TXN112210,CUST9577,2026-06-15 18:38:00,936.84,Electronics,Net Banking,Ahmedabad,GJ,India,iOS,Regular,Approved,No,31,Medium,New Device; Location Mismatch,0,5,Mastercard,MID9991,INR,trusted
TXN123042,CUST6994,2026-02-20 17:19:00,2218.71,Jewellery,Wallet,Gurugram,HR,India,Android,New,Approved,No,8,Low,,10,3,RUPAY,MID5027,INR,trusted
TXN136254,CUST5643,2026-07-10 05:40:51,1639.23,Healthcare,WALLET,Jaipur,RJ,India,,premium, Pending ,Y,52,Low,Velocity Alert; Failed Authentication,4,7,Mastercard,MID2194,INR,VPN Detected
TXN105496,CUST1441,2026-01-19 13:53:00,327.64,Gaming,Debit Card,Delhi,DL,India,Windows,New,Approved,No,1,Low,,4,4, Mastercard ,MID1704,USD,Trusted
TXN105011,CUST7937,2026-04-13 03:54:00,1570.97,Travel,UPI,Hyderabad,TS,India,Windows,Premium,Approved,No,24,Low,Unusual Time,6,6,amex ,MID5868,USD, VPN Detected
TXN127138,CUST3851,2026-01-19 14:28:00,12794.06,Electronics,Net Banking,Kolkata,WB,India,Windows,New,Approved,No,16,Low,New Device,9,5,Visa,MID8693,INR,Blacklisted
TXN123857,CUST6227,2026-03-06 21:47:00,1640.09,Electronics,Credit Card,Chennai,TN,India,MacOS,Premium,Approved,No,9,Low,,4,3,visa,MID5954,INR,Blacklisted
TXN134656,CUST4349,2026-05-01 08:19:00,216.29,Food & Dining,UPI,,WB,India,macos,Regular,Declined,No,2,Low,,1,3,visa,MID1251,INR,Unknown
TXN129641,unknown,2026-05-20 16:52:00,1610.46,Gaming,Wallet,Kolkata,WB,India,windows,Regular,Pending,No,8,Low,,5,1,Amex,MID7201,INR,NEW IP
TXN124295,CUST6986,2026-06-02 03:57:00,291.98,Education,,BENGALURU ,KA,India,MacOS,Premium,Pending,No,27,Low,Unusual Time,12,0, Mastercard ,MID3012,INR,New IP
TXN106612,CUST4255,2026-06-27 18:28:00,683.68,Education,Debit Card,Nashik,MH,India,MacOS,Premium,Approved,No,12,Low,,3,6, Mastercard ,MID1933,INR,trusted
TXN121794,CUST6780,2026-05-04 11:24:00,1141.23,Utilities,DEBIT CARD,Mumbai,MH,India,Windows,New,Approved,No,20,Low,,6,0,amex ,MID1824,Rs,Unknown
TXN115625,CUST5751,2026-02-24 13:08:00,2945.05,,Wallet,Delhi,DL,India,MacOS,Premium,Approved,No,17,Low,,1,6,RUPAY,MID5120,INR,Blacklisted
TXN115713,CUST3724,2026-08-14 20:16:00,2173.07,Grocery,,Hyderabad,TS,India,Android,New,Approved,No,15,Low,,6,5,Amex,MID9501,INR,New IP
TXN136860,CUST9932,2026-05-22 21:33:48,518.75,FOOD & DINING,Debit Card,Thane,MH,India, iOS ,PREMIUM, Pending ,YES,85,Low,Unusual Time; New Device; Velocity Alert; Failed Authentication,9,2,Visa,MID1364,INR, VPN Detected
TXN115850,CUST7920,2026-05-31 21:34:00,2838.69,Travel,Wallet,Indore,MP,India,Android,New,Approved,No,14,Low,,12,6,RUPAY,MID7233,inr,New IP
TXN130209,CUST6290,2026-02-26 18:34:00,5995.41,Travel,Credit Card,Nagpur,MH,India,iOS,Premium,Approved,No,6,Low,,10,6,Amex,MID4298,INR,
TXN140511,CUST3216,2026-12-07 16:24:46,2699.89,Education, Net Banking ,Surat,GJ,India,,PREMIUM,blocked,No,83,Low,Unusual Time; Velocity Alert,2,1,Mastercard,MID3661,INR, VPN Detected
TXN101047,CUST8819,2026-07-26 17:37:00,996.25,Electronics,Debit Card,Indore,MP,India,Windows,Premium,Blocked,No,21,Low,,10,1, Mastercard ,MID6117,INR,Unknown
TXN128040,CUST6986,2026-05-09 23:01:00,1572.79,Travel,Debit Card,Lucknow,UP,India,MacOS,new,Approved,No,3,Low,,2,6,RUPAY,MID4297,INR,VPN Detected
TXN105406,CUST3183,2026-07-31 20:51:00,3519.35,Clothing,Wallet,Nagpur,MH,India,Android,New,Approved,No,12,Low,,2,0,visa,MID5664,INR,trusted
TXN122154,CUST7488,2026-04-15 13:55:00,2555.48,Clothing,Wallet,Pune,MH,India,MacOS,Premium,Approved,No,13,Low,,12,4,RuPay,MID6200,INR,trusted
TXN105314,CUST9138,2026-06-17 14:23:00,2927.31,Education,Wallet,Jaipur,RJ,India,MacOS,Regular,Approved,No,15,Low,,5,6,Visa,MID6293,INR,VPN Detected
TXN140492,CUST3524,2026-12-17 06:58:20,427.43, Food & Dining ,net banking,pune,MH,India,ANDROID,regular,Pending,No ,4,High,,13,4,visa,MID5056,INR,Unknown
TXN125374,CUST5996,2026-05-06 19:41:00,1688.84,Fuel,Wallet,Indore,MP,India,iOS,Regular,approved,No,1,Low,,6,0,Mastercard,MID9432,INR,trusted
TXN132013,CUST3788,2026-09-13 13:24:00,6885.7,Education,Debit Card,Chennai,TN,India,iOS,Regular,Pending,No,4,Low,,11,6,Amex,MID9125,INR, VPN Detected
TXN124676,CUST1879,2026-02-02 11:46:00,3106.01,Education,Net Banking,Hyderabad,TS,India,Windows,Premium,Approved,No,7,Low,,2,1,RUPAY,MID3797,Rs,Unknown
TXN107270,CUST8491,2026-01-04 01:16:00,7152.98,Jewellery,Wallet,Kolkata,WB,India,iOS,Premium,Approved,No,35,Medium,Unusual Time; New Device,7,3,Visa,MID4345,INR,Blacklisted
TXN132641,CUST8378,2026-03-03 11:07:00,2150.3,Grocery,Credit Card,Gurugram,HR,India,Android,New,Approved,No,14,Low,,4,5,,MID6923,INR,New IP
TXN122190,CUST8630,2026-01-31 09:43:00,874.08,Electronics,Net Banking,Kolkata,WB,India,Windows,Premium,Approved,No,17,Low,New Device,8,1,Visa,MID3301,INR,VPN Detected
TXN138070,CUST8780,2026-07-17 09:11:35,988.06,Electronics,Net Banking,Pune,MH,India,MacOS, Premium ,Declined,No ,49,Medium,High Amount; New Device,0,2,RuPay,MID6886,INR, VPN Detected
TXN120835,CUST9633,2026-03-13 03:24:00,1499.63,,Debit Card,Lucknow,UP,India,MacOS,New,Approved,No,18,Low,Unusual Time,11,4,Visa,MID9546,INR,Blacklisted
TXN127499,CUST1646,2026-06-30 15:50:00,2885.18,Healthcare,Credit Card,Hyderabad,TS,India,iOS,,Approved,No,10,Low,,2,6,Mastercard,MID6833,INR,NEW IP
TXN100388,CUST3286,2026-08-08 13:19:00,2471.71,Clothing,Credit Card,Surat,GJ,India,iOS,New,Declined,No,21,Low,New Device,7,0,RUPAY,MID8020,USD,Trusted
TXN103627,CUST7110,2026-05-07 23:13:00,2483.76, Education ,Net Banking,Hyderabad,TS,India,MacOS,Regular,Approved,No,7,Low,,9,0,amex ,MID2378,INR,Unknown
TXN133087,CUST1258,2026-01-26 06:10:00,1058.18,Healthcare,Credit Card,Indore,MP,India,iOS,Premium,Approved,No,23,Low,New Device,6,1,Mastercard,MID6508,INR,Blacklisted
TXN115127,CUST7879,2026-01-25 06:13:00,2419.22,Electronics,Net Banking,Kolkata,WB,India,iOS,Regular,Approved,No,12,Low,,2,0,Amex,MID6334,INR,Blacklisted
TXN122597,CUST6976,2026-07-20 21:32:00,2070.3,Electronics,Net Banking,Chennai,TN,India,MacOS,New,Approved,No,9,Low,Failed Authentication,11,6,Amex,MID9306,INR,
TXN143258,CUST4719,2026-05-04 03:22:17,967.39,grocery,WALLET,Thane,MH,India,IOS,Regular,blocked,Yes,47,Critical,New Device; Velocity Alert; Location Mismatch,12,7,visa,MID8909,inr,Unknown
TXN115176,CUST9708,2026-04-08 01:16:00,185.65,Grocery,UPI,Delhi,DL,India,iOS,Premium,Declined,No,29,Low,Unusual Time,11,6,Mastercard,MID9821,USD,Trusted
TXN105190,CUST8153,2026-07-04 04:48:00,6432.92,Travel,Wallet,Gurugram,HR,India,MacOS,Regular,Approved,No,43,Medium,Unusual Time; Failed Authentication,0,2,visa,MID8722,INR, VPN Detected
TXN140104,CUST9145,2026-06-24 13:34:17,2555.12, Gaming , Credit Card ,Lucknow,UP,India, nan ,PREMIUM,APPROVED,YES,77,Low,High Amount; New Device,10,6,RUPAY,MID6083,INR,Unknown
TXN108943,CUST9695,2026-04-10 14:15:00,5064.58,Utilities,Wallet,Lucknow,UP,India,Android,New,Approved,No,27,Low,New Device,11,5,visa,MID3782,,trusted
TXN113742,CUST2222,2026-06-27 07:11:00,1484.01,Travel,Wallet,Kochi,KL,India,Android,New,Approved,No,12,Low,,9,3,Amex,MID5298,USD,VPN Detected
TXN105993,CUST4847,2026-06-21 10:55:00,3717.53,Utilities,Wallet,Thane,MH,India,Windows,Regular,Approved,No,19,Low,,4,5,Mastercard,MID9606,INR,trusted
TXN129421,CUST9954,2026-03-20 09:48:00,602.94,Education,Wallet,Mumbai,MH,India,MacOS,Regular,Approved, yes ,21,Low,New Device,8,4,RUPAY,MID3511,INR, VPN Detected
TXN112062,CUST3000,2026-09-24 00:34:00,3896.01,Food & Dining,Debit Card,Delhi,DL,India,,Premium,Approved,No,30,Low,Unusual Time; Failed Authentication,8,5,visa,MID8339,USD,Unknown
TXN128160,CUST4259,2026-04-14 06:32:00,8900.35,Jewellery,Debit Card,Kolkata,WB,India,iOS,New,Approved,No,1,Low,,3,0, Mastercard ,MID1128,INR,trusted
TXN116680,CUST8217,2026-08-21 05:18:00,2758.65,Utilities,Wallet,Surat,GJ,India,MacOS,Premium,Approved,No,33,Medium,Location Mismatch,0,3, Mastercard ,MID7070,INR,VPN Detected
TXN139755,CUST3660,2026-03-17 10:27:44,1603.16,healthcare, Wallet ,Bangalore,KA,India,iOS, New , Declined ,Y,43,Critical,High Amount; New Device,12,6, Mastercard ,MID9145,USD,Blacklisted
TXN103297,CUST7570,2026-09-09 22:22:00,520.4,Food & Dining,Debit Card,Nashik,MH,India,Android,Premium,Approved,No,17,Low,,5,3,RUPAY,MID4890,INR,Blacklisted
TXN121272,CUST9053,2026-06-12 04:32:00,592.1,Food & Dining,Credit Card,Bengaluru,KA,India,Windows,Regular,Approved,No,34,Medium,Unusual Time,5,0,RUPAY,MID5903,INR,New IP
TXN134577,CUST5470,2026-08-30 12:30:00,3755.33,Gaming,Net Banking,Kochi,KL,India,iOS,Premium,Pending,No,7,Low,,7,0,Amex,MID2257,INR,NEW IP
TXN110233,CUST6523,2026-01-24 06:35:00,1165.87,Education,Credit Card,Mumbai,MH,India,Windows,New,Approved,No,18,Low,New Device,0,2,RuPay,MID2117,INR,Unknown
TXN123924,CUST1099,2026-04-07 06:32:00,20914.99,Fuel,Net Banking,Ahmedabad,GJ,India,Android,Regular,Approved,No,4,Low,,12,3,visa,MID1831,INR,New IP
TXN139603,CUST1562,2026-08-07 07:19:21,296.59,NAN,Credit  Card, THANE ,MH,India,MacOS,new,approved,Yes,20,Critical,New Device,6,0,RUPAY,MID9553,INR,Unknown
TXN103843,CUST1477,2026-05-16 03:50:00,787.77,Fuel,Net Banking,Hyderabad,TS,India,iOS,New,Approved,No,21,Low,Unusual Time,4,6,amex ,MID6869,INR,VPN Detected
TXN133642,CUST4352,2026-04-10 16:59:00,2848.1,Jewellery,Net Banking,Noida,UP,India,MacOS,Premium,Approved,No,12,Low,,6,2,Mastercard,MID5737,INR, VPN Detected
TXN103520,CUST8339,2026-07-03 17:28:00,2146.84,Jewellery,Wallet,Chennai,TN,India,MacOS,Premium,Approved,No,13,Low,,4,3,RuPay,MID8022,INR ,trusted
TXN127639,CUST5167,2026-05-23 10:06:00,957.23,,Wallet,Noida,UP,India,Windows,Premium,Approved,No,1,Low,,2,1,RUPAY,MID4633,INR, VPN Detected
TXN119401,CUST1999,2026-05-07 23:10:00,5186.12,Healthcare,Wallet,Jaipur,RJ,India,MacOS,Regular,Pending,No,4,Low,Failed Authentication,10,1,Mastercard,MID6526,INR,Unknown
TXN125584,CUST7588,2026-01-27 18:55:00,2508.75,Gaming,Net Banking,Hyderabad,TS,India,MacOS,Premium,Approved,No,1,Low,,0,4,Visa,MID8464,INR,NEW IP
TXN135306,CUST3789,2026-06-02 15:24:32,667.72,healthcare,Credit Card,thane,MH,India,windows, Regular ,APPROVED,YES,72,Medium,Unusual Time; New Device; Location Mismatch,7,5,visa,MID7829,INR,Blacklisted
TXN117656,CUST5625,2026-08-03 12:54:00,1394.19,Gaming,Debit Card,Pune,MH,India,MacOS,New,Approved,No,28,Low,New Device,9,4,amex ,MID2609,INR,trusted
TXN138904,CUST2118,2026-10-13 13:24:37,240.69,Clothing, Credit Card ,Calcutta,WB,India,WINDOWS, Premium ,Approved,YES,44,Low,Unusual Time; Velocity Alert; Failed Authentication,4,3,Mastercard,MID5712,INR,Blacklisted
TXN106580,CUST5193,2026-06-29 07:20:00,3059.2,Online Services,Net Banking,Delhi,DL,India,Android,Regular,Approved,No,8,Low,,12,1,Visa,MID4757,INR,VPN Detected
TXN127385,CUST1850,2026-04-06 07:06:00,5419.98,Gaming,Debit Card,Lucknow,UP,India,MacOS,Premium,Approved,No,1,Low,,8,5,RuPay,MID4773,INR,NEW IP
TXN113946,CUST6128,2026-03-28 09:17:00,1099.35,Education,Credit Card,,RJ,India,MacOS,New,Pending,No,35,Medium,Location Mismatch,0,5,RUPAY,MID1421,INR,Trusted
TXN102152,CUST2052,2026-05-30 09:59:00,1297.01,Fuel,Wallet,Jaipur,RJ,India,MacOS,Regular,Approved,No,1,Low,,4,3,Amex,MID9070,INR,Unknown
TXN106160,CUST4531,2026-04-07 10:56:00,3099.19,Utilities,Net Banking,Nagpur,MH,India,Android,Premium,Approved,No,7,Low,,10,0,visa,MID8850,INR,Trusted
TXN102302,CUST2029,2026-07-30 22:37:00,1716.21,Utilities,Debit Card,Ahmedabad,GJ,India,Windows,Premium,Approved,No,6,Low,,10,0,Amex,MID8290,INR, VPN Detected
TXN118531,CUST1312,2026-02-20 08:29:00,2531.84,Education,UPI,Pune,MH,India,iOS,Premium,Approved,No,6,Low,,8,0,visa,MID2101,INR,Unknown
TXN100173,CUST5404,2026-06-10 15:07:00,5344.74,Fuel,UPI,Thane,MH,India,Android,Premium,Approved,No,13,Low,,9,2,amex ,MID9184,Rs,Blacklisted
TXN103908,CUST2709,2026-04-22 02:56:00,7703.16,Healthcare,Net Banking,Kochi,KL,India,Windows,Regular,Approved,No,21,Low,Unusual Time,0,5,Amex,MID7308,USD,New IP
TXN122196,CUST6752,2026-05-07 14:17:00,4529.39,Jewellery,Net Banking,Surat,GJ,India,,New,Pending,No,1,Low,,3,0,Visa,MID2205,INR,Blacklisted
TXN103964,CUST9658,2026-05-14 02:57:00,1562.18,Online Services,UPI,Lucknow,UP,India,Windows,New,Blocked,Yes,59,Medium,Unusual Time; Failed Authentication,5,2,Mastercard,MID3143,INR,trusted
TXN141436,CUST4263,2026-03-30 11:30:44,1586.53,EDUCATION,credit card,Mumbai,MH,India,ios, Regular ,Pending,Yes,82,Low,Velocity Alert; Location Mismatch,1,6,Amex,MID8321,INR,Unknown
TXN109538,CUST6436,2026-02-19 04:53:00,5104.17,Education,Credit Card,Kolkata,WB,India,MacOS,Premium,Approved,No,31,Medium,Unusual Time,7,5,RuPay,MID5591,INR,trusted
TXN127984,CUST3477,2026-08-29 08:14:00,1600.19,Education,UPI,Surat,GJ,India,iOS,New,Approved,No,37,Medium,Location Mismatch,12,0,Mastercard,MID8922,,trusted
TXN116882,CUST7502,2026-06-23 18:13:00,649.44,Fuel,UPI,Indore,MP,India,Android,New,Approved,No,1,Low,,1,3,Visa,MID5856,INR, VPN Detected
TXN124386,CUST9090,2026-03-07 11:03:00,2188.05,Travel,Credit Card,Kolkata,WB,India,macos,Regular,Approved,No,1,Low,,5,3,visa,MID4607,,Trusted
TXN111321,CUST1910,2026-01-29 21:46:00,992.19,Gaming,Credit Card,Pune,MH,India,iOS,regular,Approved,No,11,Low,,6,1, Mastercard ,MID9357,INR,VPN Detected
TXN121141,CUST4387,2026-05-21 02:20:00,4905.33,Utilities,Debit Card,Kochi,KL,India,Windows,New,Pending,No,22,Low,,2,1,amex ,MID9662,INR,Unknown
TXN130203,CUST7459,2026-06-26 13:28:00,12619.9,Healthcare,Wallet,Hyderabad,TS,India,Android,Premium,Approved,No,18,Low,,7,4,amex ,MID2769,USD,NEW IP
TXN138711,CUST6453,2026-03-08 15:21:25,2292.06,electronics,Net  Banking,GURUGRAM ,HR,India,iOS,premium,approved,Y,12,Medium,Location Mismatch,1,6,RuPay,MID9493,INR,Blacklisted
TXN135415,CUST9639,2026-06-29 03:11:55,7413.15,utilities,Debit  Card,Noida,UP,India, nan , Regular ,blocked,YES,63,Low,High Amount; Unusual Time; Location Mismatch,14,7,RUPAY,MID2366,inr, VPN Detected
TXN112810,CUST1301,2026-07-27 10:14:00,695.03,Travel,Net Banking,Kochi,KL,India,Android,New,Approved,No,19,Low,,8,3,RuPay,MID8803,INR,trusted
TXN126827,CUST1660,2026-02-02 04:19:00,7220.64,Electronics,Net Banking,Delhi,DL,India,Windows,Regular,Approved,No,14,Low,Unusual Time,8,0,RuPay,MID2380,INR,NEW IP
TXN102837,CUST7658,2026-01-29 14:54:00,1523.53,Grocery,Net Banking,Nashik,MH,India,MacOS,New,Approved,No,11,Low,,12,4,Amex,MID8724,INR,Trusted
TXN100472,CUST8307,2026-02-08 01:55:00,4431.49,Grocery,UPI,Kolkata,WB,India,MacOS,New,Approved,No,25,Low,Unusual Time,0,1,,MID9490,INR,New IP
TXN105463,CUST6141,2026-09-21 20:00:00,635.71,Education,Wallet,Thane,MH,India,iOS,New,Approved,No,10,Low,,9,3,Mastercard,MID4297,INR,NEW IP
TXN121877,CUST1629,2026-07-25 09:18:00,7560.66,Jewellery,Debit Card,Kochi,KL,India,Windows,Regular,Approved,No,1,Low,,8,0,RuPay,MID3116,,trusted
TXN138190,CUST1793,2026-03-21 14:36:49,3471.32,HEALTHCARE,Debit Card, MUMBAI ,MH,India, Windows ,Premium,Approved,No ,30,High,High Amount; New Device,5,7,RUPAY,MID9627,INR,VPN Detected
TXN120011,CUST8891,2026-06-06 17:38:00,1850.39,Fuel, Debit Card ,Noida,UP,India,Android,Premium,Approved,No,1,Low,,10,5,visa,MID9481,,Trusted
TXN116131,CUST9641,2026-09-20 14:12:00,979.08,Online Services,Net Banking,Nashik,MH,India,MacOS,Regular,approved,No,18,Low,,11,3,amex ,MID9699,INR,trusted
TXN129709,CUST7170,2026-04-27 21:06:00,3267.6,Jewellery,,Delhi,DL,India,Windows,Premium,Approved,No,16,Low,Location Mismatch,9,2,Mastercard,MID5138,INR ,New IP
TXN117092,CUST5163,2026-03-03 10:04:00,11411.35,Grocery,Wallet,Hyderabad,TS,India,Android,Regular, Approved ,No,1,Low,New Device,5,4,Mastercard,MID5068,INR,trusted
TXN136800,CUST9867,2026-08-02 22:23:47,4356.95,ONLINE SERVICES,credit card,Nagpur,MH,India,,, Blocked ,No ,38,Low,High Amount; Velocity Alert,5,0, Mastercard ,MID2175,inr,Blacklisted
TXN131453,CUST2089,2026-02-09 07:56:00,7474.08,Travel,Credit Card,Pune,MH,India,iOS,Regular,Declined,No,17,Low,,11,2,visa,MID1448,INR,Trusted
TXN141298,CUST7343,2026-09-12 11:18:49,2374.12, Gaming ,Debit  Card,Nagpur,MH,India,IOS,Premium,Declined,No,19,Critical,,10,5,Amex,MID3426,INR ,NEW IP
TXN130130,CUST2515,2026-01-24 13:50:00,1589.64,Grocery,Wallet,Noida,UP,India,MacOS,,Approved,No,17,Low,,1,6,Mastercard,MID3891,inr,trusted
TXN100531,CUST3505,2026-02-09 06:05:00,2484.1,Utilities,Net Banking,Bengaluru,KA,India,iOS,Regular,Approved,No,22,Low,New Device,12,3,RUPAY,MID7406,INR,NEW IP
TXN122582,CUST7628,2026-07-05 22:09:00,1345.06,Utilities,Credit Card,Hyderabad,TS,India,MacOS,Premium,Approved,No,1,Low,,7,5, Mastercard ,MID5479,USD,Unknown
TXN109411,CUST6967,2026-04-12 17:10:00,1014.91,Electronics,Credit Card,Thane,MH,India,Windows,,Approved,No,14,Low,,5,1, Mastercard ,MID5628,INR,trusted
TXN143051,CUST8510,2026-12-03 18:04:13,1100.82,electronics, Net Banking ,mumbai,MH,India,,Premium,DECLINED,No ,38,High,Unusual Time; Velocity Alert,13,3, Mastercard ,MID1762,INR,trusted
TXN107452,CUST2484,2026-08-30 20:22:00,8226.42,Online Services,UPI,Thane,MH,India,iOS,New,Approved,No,12,Low,,12,6,amex ,MID8152,INR,trusted
TXN135239,CUST8336,2026-02-24 08:57:06,2372.36,Food & Dining, Debit Card ,Mumbai,MH,India,macos, Regular ,Pending,YES,72,Critical,Unusual Time; Location Mismatch; Failed Authentication,3,4,amex ,MID9773,INR,Blacklisted
TXN127815,CUST7071,2026-09-02 21:43:00,11521.51,Education,Net Banking,Surat,GJ,India,iOS,Regular,Approved,No,11,Low,,10,0,Amex,MID6475,INR, VPN Detected
TXN103055,CUST4928,2026-06-27 22:08:00,4198.44,Grocery,Wallet,Hyderabad,TS,India,iOS,Regular,Approved,No,23,Low,,0,1,Amex,MID7567,INR,Unknown
TXN107507,CUST9759,2026-09-05 04:55:00,2199.28,Gaming,Wallet,Mumbai,MH,India,Windows,Regular,Approved,No,32,Medium,Unusual Time,9,3,RuPay,MID5609,INR,New IP
TXN131556,CUST2499,2026-08-19 08:34:00,2439.25,Travel,Wallet,Noida,UP,India,Android,Premium,Approved,No,11,Low,,12,1,Amex,MID7916,INR,Unknown
TXN143308,CUST7531,2026-09-27 22:01:21,1614.24,healthcare, Credit Card ,Ahmedabad,GJ,India, iOS ,Regular,approved,No ,77,Critical,High Amount; Failed Authentication,14,4,RUPAY,MID1318,INR, VPN Detected
